tweets,y_true,y_pred,y_pred_2
i show mfs way too much love even when they dont deserve that shit,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
thank you feedback is always appreciated,folded_hands,folded_hands,rolling_on_the_floor_laughing
whos mans is this,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
ion wanna c ppl who ion follow shit,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
your phone ever be so dry you just start going through your pictures,weary_face,person_facepalming,weary_face
aint never heard of you new niggaz,thinking_face,rolling_on_the_floor_laughing,person_facepalming
me amp tia be on the phone for hours taking about nothing,weary_face,person_facepalming,rolling_on_the_floor_laughing
if i cut you off you might as well be dead my forget youre alive game is too strong tf is wrong with my heart,weary_face,thinking_face,person_facepalming
she deadass thought her tongue fell out,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
and how to get it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
when you tired af but still tryna be lit with the crew,rolling_on_the_floor_laughing,person_facepalming,weary_face
donald trump has words for jay z but still hasnt said shit to eminem,thinking_face,thinking_face,person_facepalming
good morning and aldubnation ingat kayo today bibis may the lord be with you both always,folded_hands,folded_hands,weary_face
some how snapchat was at five stars on apple reviews and now its at two stars,thinking_face,thinking_face,person_facepalming
or is that hedgehog,thinking_face,rolling_on_the_floor_laughing,person_facepalming
आपक भ श भक मन ए,folded_hands,folded_hands,rolling_on_the_floor_laughing
blessing your twitter with this man amen,folded_hands,folded_hands,rolling_on_the_floor_laughing
we will going to donate points soon as of now lets try our best to vote on sma,folded_hands,folded_hands,rolling_on_the_floor_laughing
this is my declaration,folded_hands,rolling_on_the_floor_laughing,person_facepalming
best thing ive seen this entire year,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
this is so freaking cute jsjsj,weary_face,rolling_on_the_floor_laughing,person_facepalming
today its january 24th think once without a girl in this world plz,folded_hands,thinking_face,folded_hands
we really got to watch the greatest performer on earth for free and she empowered and inspired,weary_face,folded_hands,rolling_on_the_floor_laughing
an original song made by in 2011,weary_face,folded_hands,person_facepalming
bless the mess,folded_hands,rolling_on_the_floor_laughing,person_facepalming
girl them lil tears aint gon do nun,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
crazy how scriptures speak to me,folded_hands,folded_hands,rolling_on_the_floor_laughing
just got off facetime wit hayze,weary_face,rolling_on_the_floor_laughing,person_facepalming
dude is funny telling ya his experience with his friend in a threesome,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
please help man needs his boat,folded_hands,folded_hands,weary_face
fucked up when you aint got nobody in yo corner,weary_face,rolling_on_the_floor_laughing,person_facepalming
we hustle to live good thats wat its made for,folded_hands,folded_hands,rolling_on_the_floor_laughing
god bless the men and women who serve and protect,folded_hands,folded_hands,weary_face
but they hurt so baddd,weary_face,rolling_on_the_floor_laughing,person_facepalming
some yall be lookin like a bag of bones aint tryna go back to them days,weary_face,person_facepalming,rolling_on_the_floor_laughing
lool have you been drinking paint,weary_face,rolling_on_the_floor_laughing,person_facepalming
that feeling of intense inner turmoil every time you near exams,weary_face,rolling_on_the_floor_laughing,folded_hands
rip sp4 david thomas connors us army,folded_hands,folded_hands,person_facepalming
dont know how to act,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
how is it i have a full wardrobe but still never have anything decent to wear,weary_face,person_facepalming,weary_face
my bf is so cute,weary_face,rolling_on_the_floor_laughing,person_facepalming
felt so good being off i dont wana go back,weary_face,weary_face,person_facepalming
what are they putting in starbucks drinks,thinking_face,rolling_on_the_floor_laughing,person_facepalming
omo wizzy dey mad oo,weary_face,rolling_on_the_floor_laughing,person_facepalming
ask and you shall receive,folded_hands,rolling_on_the_floor_laughing,folded_hands
yes not bad thks u ok,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i always say that but end up with shit i dont need,weary_face,person_facepalming,rolling_on_the_floor_laughing
come on man do the decent thing and please somehow get the machine back to this little girl,folded_hands,folded_hands,person_facepalming
bitch im bout to change somebody life,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im crine,weary_face,rolling_on_the_floor_laughing,person_facepalming
so over 11 seasons net spend has been 45m a season throw in the tv money and ever present gate money,thinking_face,thinking_face,rolling_on_the_floor_laughing
notice calling all armys we need your help use all your twitter accounts amp vote on this poll,folded_hands,folded_hands,rolling_on_the_floor_laughing
no you look busy af with school,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
oh that is kinda cool lol maybe ill give my pencil another shot,thinking_face,rolling_on_the_floor_laughing,thinking_face
ph only please help rt i am looking for blood donors,folded_hands,folded_hands,weary_face
please help man needs his boat,folded_hands,folded_hands,weary_face
try not to embarrass us too much,folded_hands,rolling_on_the_floor_laughing,person_facepalming
aw man i am just a big fat ball of too much,person_facepalming,person_facepalming,weary_face
where yall be finding these cute girlfriends find me one,weary_face,person_facepalming,weary_face
then making it hotter and hotter as time goes by,weary_face,weary_face,person_facepalming
i want that damn yall still together type relationship,weary_face,person_facepalming,weary_face
kookie kookie has been trending for hours and it currently has over 46000 tweets,folded_hands,folded_hands,person_facepalming
d a d do you thanks ill do me,weary_face,folded_hands,rolling_on_the_floor_laughing
one direction makes for great roadtrip music,folded_hands,folded_hands,person_facepalming
cleaned up my twitter after reading our wt study for april 2018 following direction,folded_hands,person_facepalming,weary_face
thread trapped in the closet rkelly,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
yall imma have a problem in 10 years,weary_face,person_facepalming,rolling_on_the_floor_laughing
how many times a day do you tell your pet you love them,thinking_face,thinking_face,rolling_on_the_floor_laughing
my back is so sore,weary_face,person_facepalming,rolling_on_the_floor_laughing
everyone on the left are living in an alternate reality,rolling_on_the_floor_laughing,folded_hands,rolling_on_the_floor_laughing
unilorin exam questions i cant see this alone,weary_face,weary_face,folded_hands
rest in peace craig mack,folded_hands,folded_hands,person_facepalming
willfully allowing foreign nations to govern within the united states,thinking_face,thinking_face,folded_hands
omg friendship goals,weary_face,rolling_on_the_floor_laughing,person_facepalming
soon as u brag abt a nigga he fail u,person_facepalming,person_facepalming,thinking_face
wth 180cm isnt enough,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
thank u brother,weary_face,rolling_on_the_floor_laughing,folded_hands
quote 4,thinking_face,rolling_on_the_floor_laughing,person_facepalming
love you bros,folded_hands,rolling_on_the_floor_laughing,person_facepalming
john legend needs to hurry up and sign this dog,weary_face,weary_face,folded_hands
me and my man this summer laughing at mfs who mad because we happy af,weary_face,weary_face,rolling_on_the_floor_laughing
plzzz wish me luck na for my exams plzzz,folded_hands,folded_hands,weary_face
god first and foreverglowing and focused,folded_hands,folded_hands,person_facepalming
that moment when you almost get in trouble with the teacher but god is on your side,rolling_on_the_floor_laughing,folded_hands,weary_face
ready to hope on the plane and be home i want a hot sausage so bad,weary_face,weary_face,folded_hands
the whites,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
me trying to dance period,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
wow the amount of love my daughter gets from my friend,weary_face,person_facepalming,weary_face
she really is my everything,weary_face,rolling_on_the_floor_laughing,person_facepalming
if a nigga can get a convo out my gal i dont want her,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i wanna go see acrimony,weary_face,person_facepalming,rolling_on_the_floor_laughing
its already march,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i need to take a week off dedicating myself building these kits,weary_face,folded_hands,person_facepalming
10 mins until the new video u might just have a surprise in this video,thinking_face,thinking_face,rolling_on_the_floor_laughing
dancer pushing heechul to his spot cuz he was walking too slow,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
im getting ready,folded_hands,rolling_on_the_floor_laughing,person_facepalming
if you take the time to care you might save a life,folded_hands,folded_hands,thinking_face
work in the morning,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
in places nobody can see but us,weary_face,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
these days you gotta take the models to the brand twitter please do your thing,weary_face,folded_hands,person_facepalming
